# Static simulation
# Job: job_0006
# Scale: element
# Data key: K_e_mod
# Timestamp (runner starts): 2025-05-06_15-47-59
# Data:

# Element ID: 0
0, 0, 1.000000e+36
1, 1, 1.000000e+36
2, 2, 1.000000e+36
3, 3, 1.000000e+36
4, 4, 1.000000e+36
5, 5, 1.000000e+36
6, 6, 4.000000e+11
7, 7, 4.480022e+13
7, 11, 3.200016e+12
8, 8, 1.120022e+13
8, 10, -8.000160e+11
9, 9, 1.313076e+08
10, 8, -8.000160e+11
10, 10, 2.933392e+12
11, 7, 3.200016e+12
11, 11, 1.173339e+13

# Element ID: 1
0, 0, 4.000000e+11
0, 6, -2.000000e+11
1, 1, 4.480022e+13
1, 5, 3.200016e+12
1, 7, -2.240011e+13
1, 11, 9.600048e+12
2, 2, 1.120022e+13
2, 4, -8.000160e+11
2, 8, -5.600112e+12
2, 10, -2.400048e+12
3, 3, 1.313076e+08
3, 9, -6.565378e+07
4, 2, -8.000160e+11
4, 4, 2.933392e+12
4, 8, 3.200064e+12
4, 10, 1.333360e+12
5, 1, 3.200016e+12
5, 5, 1.173339e+13
5, 7, -1.280006e+13
5, 11, 5.333360e+12
6, 0, -2.000000e+11
6, 6, 4.000000e+11
7, 1, -2.240011e+13
7, 5, -1.280006e+13
7, 7, 4.480022e+13
7, 11, 3.200016e+12
8, 2, -5.600112e+12
8, 4, 3.200064e+12
8, 8, 1.120022e+13
8, 10, -8.000160e+11
9, 3, -6.565378e+07
9, 9, 1.313076e+08
10, 2, -2.400048e+12
10, 4, 1.333360e+12
10, 8, -8.000160e+11
10, 10, 2.933392e+12
11, 1, 9.600048e+12
11, 5, 5.333360e+12
11, 7, 3.200016e+12
11, 11, 1.173339e+13

# Element ID: 2
0, 0, 4.000000e+11
0, 6, -2.000000e+11
1, 1, 4.480022e+13
1, 5, 3.200016e+12
1, 7, -2.240011e+13
1, 11, 9.600048e+12
2, 2, 1.120022e+13
2, 4, -8.000160e+11
2, 8, -5.600112e+12
2, 10, -2.400048e+12
3, 3, 1.313076e+08
3, 9, -6.565378e+07
4, 2, -8.000160e+11
4, 4, 2.933392e+12
4, 8, 3.200064e+12
4, 10, 1.333360e+12
5, 1, 3.200016e+12
5, 5, 1.173339e+13
5, 7, -1.280006e+13
5, 11, 5.333360e+12
6, 0, -2.000000e+11
6, 6, 4.000000e+11
7, 1, -2.240011e+13
7, 5, -1.280006e+13
7, 7, 4.480022e+13
7, 11, 3.200016e+12
8, 2, -5.600112e+12
8, 4, 3.200064e+12
8, 8, 1.120022e+13
8, 10, -8.000160e+11
9, 3, -6.565378e+07
9, 9, 1.313076e+08
10, 2, -2.400048e+12
10, 4, 1.333360e+12
10, 8, -8.000160e+11
10, 10, 2.933392e+12
11, 1, 9.600048e+12
11, 5, 5.333360e+12
11, 7, 3.200016e+12
11, 11, 1.173339e+13

# Element ID: 3
0, 0, 4.000000e+11
0, 6, -2.000000e+11
1, 1, 4.480022e+13
1, 5, 3.200016e+12
1, 7, -2.240011e+13
1, 11, 9.600048e+12
2, 2, 1.120022e+13
2, 4, -8.000160e+11
2, 8, -5.600112e+12
2, 10, -2.400048e+12
3, 3, 1.313076e+08
3, 9, -6.565378e+07
4, 2, -8.000160e+11
4, 4, 2.933392e+12
4, 8, 3.200064e+12
4, 10, 1.333360e+12
5, 1, 3.200016e+12
5, 5, 1.173339e+13
5, 7, -1.280006e+13
5, 11, 5.333360e+12
6, 0, -2.000000e+11
6, 6, 4.000000e+11
7, 1, -2.240011e+13
7, 5, -1.280006e+13
7, 7, 4.480022e+13
7, 11, 3.200016e+12
8, 2, -5.600112e+12
8, 4, 3.200064e+12
8, 8, 1.120022e+13
8, 10, -8.000160e+11
9, 3, -6.565378e+07
9, 9, 1.313076e+08
10, 2, -2.400048e+12
10, 4, 1.333360e+12
10, 8, -8.000160e+11
10, 10, 2.933392e+12
11, 1, 9.600048e+12
11, 5, 5.333360e+12
11, 7, 3.200016e+12
11, 11, 1.173339e+13

# Element ID: 4
0, 0, 4.000000e+11
0, 6, -2.000000e+11
1, 1, 4.480022e+13
1, 5, 3.200016e+12
1, 7, -2.240011e+13
1, 11, 9.600048e+12
2, 2, 1.120022e+13
2, 4, -8.000160e+11
2, 8, -5.600112e+12
2, 10, -2.400048e+12
3, 3, 1.313076e+08
3, 9, -6.565378e+07
4, 2, -8.000160e+11
4, 4, 2.933392e+12
4, 8, 3.200064e+12
4, 10, 1.333360e+12
5, 1, 3.200016e+12
5, 5, 1.173339e+13
5, 7, -1.280006e+13
5, 11, 5.333360e+12
6, 0, -2.000000e+11
6, 6, 4.000000e+11
7, 1, -2.240011e+13
7, 5, -1.280006e+13
7, 7, 4.480022e+13
7, 11, 3.200016e+12
8, 2, -5.600112e+12
8, 4, 3.200064e+12
8, 8, 1.120022e+13
8, 10, -8.000160e+11
